id1,latitude,longitude,id,value,units
argf4rw8,51.5,-0.16667,maximum_temperature,25,ÂC
argf4rw8,51.5,-0.16667,minimum_temperature,20,ÂC
argf4rw8,51.5,-0.16667,pressure,1008,hPa
argf4rw8,51.5,-0.16667,temperature,22.86,ÂC
argf4rw8,51.5,-0.16667,wind_direction,120,degrees
argf4rw8,51.5,-0.16667,wind_speed,3.1,m/s
fdk1jcyq,51.5,-0.11667,clouds_percentage,56,%
fdk1jcyq,51.5,-0.11667,humidity,77,%
fdk1jcyq,51.5,-0.11667,maximum_temperature,23,ÂC
fdk1jcyq,51.5,-0.11667,minimum_temperature,19,ÂC
fdk1jcyq,51.5,-0.11667,pressure,1009,hPa
fdk1jcyq,51.5,-0.11667,temperature,20.75,ÂC
fdk1jcyq,51.5,-0.11667,wind_direction,80,degrees
fdk1jcyq,51.5,-0.11667,wind_speed,4.1,m/s
v5j8wmnx,51.453548,-0.018,humidity,35,%
v5j8wmnx,51.453548,-0.018,maximum_temperature,33.33,ÂC
v5j8wmnx,51.453548,-0.018,minimum_temperature,29,ÂC
v5j8wmnx,51.453548,-0.018,pressure,1015,hPa
v5j8wmnx,51.453548,-0.018,temperature,31.49,ÂC
v5j8wmnx,51.453548,-0.018,wind_direction,160,degrees
v5j8wmnx,51.453548,-0.018,wind_speed,5.1,m/s
024d0mnq,51.477,0.004,feels_like_temperature,25,ÂC
024d0mnq,51.477,0.004,precipitation_probability,1,%
024d0mnq,51.477,0.004,screen_relative_humidity,42,%
024d0mnq,51.477,0.004,temperature,26,ÂC
024d0mnq,51.477,0.004,wind_gust,4,mph
024d0mnq,51.477,0.004,wind_speed,4,mph
0wqe2e0d,51.582,-0.1027,feels_like_temperature,23,ÂC
0wqe2e0d,51.582,-0.1027,precipitation_probability,4,%
0wqe2e0d,51.582,-0.1027,screen_relative_humidity,68,%
0wqe2e0d,51.582,-0.1027,temperature,23,ÂC
0wqe2e0d,51.582,-0.1027,wind_gust,16,mph
0wqe2e0d,51.582,-0.1027,wind_speed,7,mph
176frqxk,51.4881,-0.1996,feels_like_temperature,17,ÂC
176frqxk,51.4881,-0.1996,precipitation_probability,0,%
176frqxk,51.4881,-0.1996,screen_relative_humidity,96,%
176frqxk,51.4881,-0.1996,temperature,16,ÂC
176frqxk,51.4881,-0.1996,wind_gust,4,mph
176frqxk,51.4881,-0.1996,wind_speed,2,mph
1d414gfk,51.5047,-0.1283,feels_like_temperature,22,ÂC
1d414gfk,51.5047,-0.1283,precipitation_probability,0,%
1d414gfk,51.5047,-0.1283,screen_relative_humidity,59,%
1d414gfk,51.5047,-0.1283,temperature,22,ÂC
1d414gfk,51.5047,-0.1283,wind_gust,4,mph
1d414gfk,51.5047,-0.1283,wind_speed,4,mph
4hqprbpq,51.605,-0.0619,feels_like_temperature,23,ÂC
4hqprbpq,51.605,-0.0619,precipitation_probability,4,%
4hqprbpq,51.605,-0.0619,screen_relative_humidity,68,%
4hqprbpq,51.605,-0.0619,temperature,23,ÂC
4hqprbpq,51.605,-0.0619,wind_gust,16,mph
4hqprbpq,51.605,-0.0619,wind_speed,7,mph
6795bfx0,51.463,-0.0076,feels_like_temperature,17,ÂC
6795bfx0,51.463,-0.0076,precipitation_probability,0,%
6795bfx0,51.463,-0.0076,screen_relative_humidity,95,%
6795bfx0,51.463,-0.0076,temperature,17,ÂC
6795bfx0,51.463,-0.0076,wind_gust,4,mph
6795bfx0,51.463,-0.0076,wind_speed,2,mph
8yrnyf2k,51.5392,-0.1425,feels_like_temperature,15,ÂC
8yrnyf2k,51.5392,-0.1425,precipitation_probability,0,%
8yrnyf2k,51.5392,-0.1425,screen_relative_humidity,96,%
8yrnyf2k,51.5392,-0.1425,temperature,15,ÂC
8yrnyf2k,51.5392,-0.1425,wind_gust,11,mph
8yrnyf2k,51.5392,-0.1425,wind_speed,4,mph
96rzv523,51.4917,-0.1833,feels_like_temperature,17,ÂC
96rzv523,51.4917,-0.1833,precipitation_probability,0,%
96rzv523,51.4917,-0.1833,screen_relative_humidity,96,%
96rzv523,51.4917,-0.1833,temperature,16,ÂC
96rzv523,51.4917,-0.1833,wind_gust,4,mph
96rzv523,51.4917,-0.1833,wind_speed,2,mph
9h27f0b4,51.5077,-0.165,feels_like_temperature,17,ÂC
9h27f0b4,51.5077,-0.165,precipitation_probability,0,%
9h27f0b4,51.5077,-0.165,screen_relative_humidity,99,%
9h27f0b4,51.5077,-0.165,temperature,16,ÂC
9h27f0b4,51.5077,-0.165,wind_gust,7,mph
9h27f0b4,51.5077,-0.165,wind_speed,4,mph
aft27q85,51.5145,0.0582,feels_like_temperature,26,ÂC
aft27q85,51.5145,0.0582,precipitation_probability,0,%
aft27q85,51.5145,0.0582,screen_relative_humidity,42,%
aft27q85,51.5145,0.0582,temperature,26,ÂC
aft27q85,51.5145,0.0582,wind_gust,4,mph
aft27q85,51.5145,0.0582,wind_speed,4,mph
apc5cvyk,51.502,-0.1998,feels_like_temperature,22,ÂC
apc5cvyk,51.502,-0.1998,precipitation_probability,0,%
apc5cvyk,51.502,-0.1998,screen_relative_humidity,61,%
apc5cvyk,51.502,-0.1998,temperature,22,ÂC
apc5cvyk,51.502,-0.1998,wind_gust,4,mph
apc5cvyk,51.502,-0.1998,wind_speed,4,mph
d8mw3skw,51.534,-0.009,feels_like_temperature,21,ÂC
d8mw3skw,51.534,-0.009,precipitation_probability,4,%
d8mw3skw,51.534,-0.009,screen_relative_humidity,72,%
d8mw3skw,51.534,-0.009,temperature,22,ÂC
d8mw3skw,51.534,-0.009,wind_gust,20,mph
d8mw3skw,51.534,-0.009,wind_speed,9,mph
ehkfkzjf,51.509,-0.029,feels_like_temperature,22,ÂC
ehkfkzjf,51.509,-0.029,precipitation_probability,4,%
ehkfkzjf,51.509,-0.029,screen_relative_humidity,71,%
ehkfkzjf,51.509,-0.029,temperature,22,ÂC
ehkfkzjf,51.509,-0.029,wind_gust,18,mph
ehkfkzjf,51.509,-0.029,wind_speed,9,mph
ew48878t,51.4982,-0.1323,feels_like_temperature,22,ÂC
ew48878t,51.4982,-0.1323,precipitation_probability,4,%
ew48878t,51.4982,-0.1323,screen_relative_humidity,69,%
ew48878t,51.4982,-0.1323,temperature,23,ÂC
ew48878t,51.4982,-0.1323,wind_gust,18,mph
ew48878t,51.4982,-0.1323,wind_speed,7,mph
ewy43swq,51.5033,-0.0357,feels_like_temperature,22,ÂC
ewy43swq,51.5033,-0.0357,precipitation_probability,0,%
ewy43swq,51.5033,-0.0357,screen_relative_humidity,59,%
ewy43swq,51.5033,-0.0357,temperature,22,ÂC
ewy43swq,51.5033,-0.0357,wind_gust,4,mph
ewy43swq,51.5033,-0.0357,wind_speed,4,mph
gba890fd,51.56,-0.178,feels_like_temperature,20,ÂC
gba890fd,51.56,-0.178,precipitation_probability,4,%
gba890fd,51.56,-0.178,screen_relative_humidity,73,%
gba890fd,51.56,-0.178,temperature,21,ÂC
gba890fd,51.56,-0.178,wind_gust,25,mph
gba890fd,51.56,-0.178,wind_speed,9,mph
gpa6ega1,51.5103,-0.0969,feels_like_temperature,22,ÂC
gpa6ega1,51.5103,-0.0969,precipitation_probability,4,%
gpa6ega1,51.5103,-0.0969,screen_relative_humidity,68,%
gpa6ega1,51.5103,-0.0969,temperature,23,ÂC
gpa6ega1,51.5103,-0.0969,wind_gust,18,mph
gpa6ega1,51.5103,-0.0969,wind_speed,7,mph
h56wnk6y,51.48593,-0.05096,feels_like_temperature,16,ÂC
h56wnk6y,51.48593,-0.05096,precipitation_probability,0,%
h56wnk6y,51.48593,-0.05096,screen_relative_humidity,96,%
h56wnk6y,51.48593,-0.05096,temperature,16,ÂC
h56wnk6y,51.48593,-0.05096,wind_gust,4,mph
h56wnk6y,51.48593,-0.05096,wind_speed,2,mph
hmy68hc1,51.4862,0.042,feels_like_temperature,16,ÂC
hmy68hc1,51.4862,0.042,precipitation_probability,0,%
hmy68hc1,51.4862,0.042,screen_relative_humidity,95,%
hmy68hc1,51.4862,0.042,temperature,16,ÂC
hmy68hc1,51.4862,0.042,wind_gust,7,mph
hmy68hc1,51.4862,0.042,wind_speed,4,mph
hps4ag6e,51.4847,-0.1752,feels_like_temperature,17,ÂC
hps4ag6e,51.4847,-0.1752,precipitation_probability,0,%
hps4ag6e,51.4847,-0.1752,screen_relative_humidity,96,%
hps4ag6e,51.4847,-0.1752,temperature,16,ÂC
hps4ag6e,51.4847,-0.1752,wind_gust,4,mph
hps4ag6e,51.4847,-0.1752,wind_speed,2,mph
hyx1bhkf,51.5081,-0.1248,feels_like_temperature,18,ÂC
hyx1bhkf,51.5081,-0.1248,precipitation_probability,0,%
hyx1bhkf,51.5081,-0.1248,screen_relative_humidity,89,%
hyx1bhkf,51.5081,-0.1248,temperature,17,ÂC
hyx1bhkf,51.5081,-0.1248,wind_gust,4,mph
hyx1bhkf,51.5081,-0.1248,wind_speed,2,mph
j8pm3kjm,51.5015,-0.1962,feels_like_temperature,17,ÂC
j8pm3kjm,51.5015,-0.1962,precipitation_probability,0,%
j8pm3kjm,51.5015,-0.1962,screen_relative_humidity,96,%
j8pm3kjm,51.5015,-0.1962,temperature,16,ÂC
j8pm3kjm,51.5015,-0.1962,wind_gust,4,mph
j8pm3kjm,51.5015,-0.1962,wind_speed,2,mph
kqrd9x7w,51.525,-0.1257,feels_like_temperature,16,ÂC
kqrd9x7w,51.525,-0.1257,precipitation_probability,0,%
kqrd9x7w,51.525,-0.1257,screen_relative_humidity,97,%
kqrd9x7w,51.525,-0.1257,temperature,16,ÂC
kqrd9x7w,51.525,-0.1257,wind_gust,9,mph
kqrd9x7w,51.525,-0.1257,wind_speed,2,mph
kt4hw7nc,51.5294,-0.1728,feels_like_temperature,22,ÂC
kt4hw7nc,51.5294,-0.1728,precipitation_probability,0,%
kt4hw7nc,51.5294,-0.1728,screen_relative_humidity,68,%
kt4hw7nc,51.5294,-0.1728,temperature,23,ÂC
kt4hw7nc,51.5294,-0.1728,wind_gust,20,mph
kt4hw7nc,51.5294,-0.1728,wind_speed,9,mph
ma7czr6h,51.504,-0.1052,feels_like_temperature,22,ÂC
ma7czr6h,51.504,-0.1052,precipitation_probability,0,%
ma7czr6h,51.504,-0.1052,screen_relative_humidity,68,%
ma7czr6h,51.504,-0.1052,temperature,23,ÂC
ma7czr6h,51.504,-0.1052,wind_gust,18,mph
ma7czr6h,51.504,-0.1052,wind_speed,7,mph
mjhcc38f,51.5623,-0.1824,feels_like_temperature,22,ÂC
mjhcc38f,51.5623,-0.1824,precipitation_probability,0,%
mjhcc38f,51.5623,-0.1824,screen_relative_humidity,63,%
mjhcc38f,51.5623,-0.1824,temperature,21,ÂC
mjhcc38f,51.5623,-0.1824,wind_gust,4,mph
mjhcc38f,51.5623,-0.1824,wind_speed,2,mph
mrpej97r,51.5705,-0.1797,feels_like_temperature,21,ÂC
mrpej97r,51.5705,-0.1797,precipitation_probability,4,%
mrpej97r,51.5705,-0.1797,screen_relative_humidity,74,%
mrpej97r,51.5705,-0.1797,temperature,22,ÂC
mrpej97r,51.5705,-0.1797,wind_gust,25,mph
mrpej97r,51.5705,-0.1797,wind_speed,9,mph
nkrz2cab,51.4789,-0.1995,feels_like_temperature,17,ÂC
nkrz2cab,51.4789,-0.1995,precipitation_probability,0,%
nkrz2cab,51.4789,-0.1995,screen_relative_humidity,99,%
nkrz2cab,51.4789,-0.1995,temperature,16,ÂC
nkrz2cab,51.4789,-0.1995,wind_gust,7,mph
nkrz2cab,51.4789,-0.1995,wind_speed,4,mph
pa61v36j,51.4779,-0.01,feels_like_temperature,22,ÂC
pa61v36j,51.4779,-0.01,precipitation_probability,0,%
pa61v36j,51.4779,-0.01,screen_relative_humidity,61,%
pa61v36j,51.4779,-0.01,temperature,22,ÂC
pa61v36j,51.4779,-0.01,wind_gust,7,mph
pa61v36j,51.4779,-0.01,wind_speed,4,mph
pdw3djpd,51.4846,-0.1164,feels_like_temperature,22,ÂC
pdw3djpd,51.4846,-0.1164,precipitation_probability,0,%
pdw3djpd,51.4846,-0.1164,screen_relative_humidity,59,%
pdw3djpd,51.4846,-0.1164,temperature,22,ÂC
pdw3djpd,51.4846,-0.1164,wind_gust,4,mph
pdw3djpd,51.4846,-0.1164,wind_speed,4,mph
pzgqb9g9,51.505,-0.132,feels_like_temperature,22,ÂC
pzgqb9g9,51.505,-0.132,precipitation_probability,4,%
pzgqb9g9,51.505,-0.132,screen_relative_humidity,69,%
pzgqb9g9,51.505,-0.132,temperature,23,ÂC
pzgqb9g9,51.505,-0.132,wind_gust,18,mph
pzgqb9g9,51.505,-0.132,wind_speed,7,mph
q93w6bj7,51.6001,-0.1082,feels_like_temperature,23,ÂC
q93w6bj7,51.6001,-0.1082,precipitation_probability,4,%
q93w6bj7,51.6001,-0.1082,screen_relative_humidity,68,%
q93w6bj7,51.6001,-0.1082,temperature,23,ÂC
q93w6bj7,51.6001,-0.1082,wind_gust,16,mph
q93w6bj7,51.6001,-0.1082,wind_speed,7,mph
qd6yqxra,51.4922,-0.1178,feels_like_temperature,22,ÂC
qd6yqxra,51.4922,-0.1178,precipitation_probability,0,%
qd6yqxra,51.4922,-0.1178,screen_relative_humidity,69,%
qd6yqxra,51.4922,-0.1178,temperature,22,ÂC
qd6yqxra,51.4922,-0.1178,wind_gust,18,mph
qd6yqxra,51.4922,-0.1178,wind_speed,7,mph
qjj0rjcz,51.5535,-0.1033,feels_like_temperature,22,ÂC
qjj0rjcz,51.5535,-0.1033,precipitation_probability,0,%
qjj0rjcz,51.5535,-0.1033,screen_relative_humidity,61,%
qjj0rjcz,51.5535,-0.1033,temperature,21,ÂC
qjj0rjcz,51.5535,-0.1033,wind_gust,4,mph
qjj0rjcz,51.5535,-0.1033,wind_speed,2,mph
r1k2kks5,51.542,-0.017,feels_like_temperature,22,ÂC
r1k2kks5,51.542,-0.017,precipitation_probability,0,%
r1k2kks5,51.542,-0.017,screen_relative_humidity,60,%
r1k2kks5,51.542,-0.017,temperature,22,ÂC
r1k2kks5,51.542,-0.017,wind_gust,4,mph
r1k2kks5,51.542,-0.017,wind_speed,4,mph
sfbw4mcy,51.503,0.003,feels_like_temperature,17,ÂC
sfbw4mcy,51.503,0.003,precipitation_probability,0,%
sfbw4mcy,51.503,0.003,screen_relative_humidity,94,%
sfbw4mcy,51.503,0.003,temperature,17,ÂC
sfbw4mcy,51.503,0.003,wind_gust,4,mph
sfbw4mcy,51.503,0.003,wind_speed,4,mph
wjmyg9rg,51.5901,-0.0198,feels_like_temperature,21,ÂC
wjmyg9rg,51.5901,-0.0198,precipitation_probability,4,%
wjmyg9rg,51.5901,-0.0198,screen_relative_humidity,71,%
wjmyg9rg,51.5901,-0.0198,temperature,22,ÂC
wjmyg9rg,51.5901,-0.0198,wind_gust,22,mph
wjmyg9rg,51.5901,-0.0198,wind_speed,9,mph
wp778zqj,51.5149,-0.1367,feels_like_temperature,22,ÂC
wp778zqj,51.5149,-0.1367,precipitation_probability,0,%
wp778zqj,51.5149,-0.1367,screen_relative_humidity,60,%
wp778zqj,51.5149,-0.1367,temperature,22,ÂC
wp778zqj,51.5149,-0.1367,wind_gust,4,mph
wp778zqj,51.5149,-0.1367,wind_speed,4,mph
wwdtyrr5,51.4816,-0.1918,feels_like_temperature,22,ÂC
wwdtyrr5,51.4816,-0.1918,precipitation_probability,0,%
wwdtyrr5,51.4816,-0.1918,screen_relative_humidity,60,%
wwdtyrr5,51.4816,-0.1918,temperature,22,ÂC
wwdtyrr5,51.4816,-0.1918,wind_gust,4,mph
wwdtyrr5,51.4816,-0.1918,wind_speed,4,mph
wwjpqwdw,51.5313,0.0397,feels_like_temperature,17,ÂC
wwjpqwdw,51.5313,0.0397,precipitation_probability,0,%
wwjpqwdw,51.5313,0.0397,screen_relative_humidity,94,%
wwjpqwdw,51.5313,0.0397,temperature,17,ÂC
wwjpqwdw,51.5313,0.0397,wind_gust,7,mph
wwjpqwdw,51.5313,0.0397,wind_speed,4,mph
xaqx2th2,51.5458,-0.0549,feels_like_temperature,22,ÂC
xaqx2th2,51.5458,-0.0549,precipitation_probability,4,%
xaqx2th2,51.5458,-0.0549,screen_relative_humidity,68,%
xaqx2th2,51.5458,-0.0549,temperature,23,ÂC
xaqx2th2,51.5458,-0.0549,wind_gust,18,mph
xaqx2th2,51.5458,-0.0549,wind_speed,7,mph
y7gc2az1,51.5353,-0.102,feels_like_temperature,16,ÂC
y7gc2az1,51.5353,-0.102,precipitation_probability,0,%
y7gc2az1,51.5353,-0.102,screen_relative_humidity,96,%
y7gc2az1,51.5353,-0.102,temperature,16,ÂC
y7gc2az1,51.5353,-0.102,wind_gust,7,mph
y7gc2az1,51.5353,-0.102,wind_speed,2,mph
ypx334ma,51.5102,-0.0837,feels_like_temperature,22,ÂC
ypx334ma,51.5102,-0.0837,precipitation_probability,0,%
ypx334ma,51.5102,-0.0837,screen_relative_humidity,60,%
ypx334ma,51.5102,-0.0837,temperature,22,ÂC
ypx334ma,51.5102,-0.0837,wind_gust,4,mph
ypx334ma,51.5102,-0.0837,wind_speed,4,mph
zhth0h0m,51.5175,-0.044,feels_like_temperature,26,ÂC
zhth0h0m,51.5175,-0.044,precipitation_probability,1,%
zhth0h0m,51.5175,-0.044,screen_relative_humidity,42,%
zhth0h0m,51.5175,-0.044,temperature,26,ÂC
zhth0h0m,51.5175,-0.044,wind_gust,4,mph
zhth0h0m,51.5175,-0.044,wind_speed,4,mph
81nnd0rg,51.52253,-0.154611,Air Quality Index,57,
345hngt2,51.486884,0.017901,Air Quality Index,63,
0d9b86d5,51.52404656,-0.134086311,bat,100,
0d9b86d5,51.52404656,-0.134086311,co,166.62,
0d9b86d5,51.52404656,-0.134086311,hum,64.9,
0d9b86d5,51.52404656,-0.134086311,light,27.3,
0d9b86d5,51.52404656,-0.134086311,nets,9,
0d9b86d5,51.52404656,-0.134086311,no2,3.525,
0d9b86d5,51.52404656,-0.134086311,noise,62.05,
0d9b86d5,51.52404656,-0.134086311,panel,0,
0d9b86d5,51.52404656,-0.134086311,temp,15.69999995,
3hxrekcc,51.5073509,-0.1277583,bat,100,
3hxrekcc,51.5073509,-0.1277583,co,201.707,
3hxrekcc,51.5073509,-0.1277583,hum,68.6,
3hxrekcc,51.5073509,-0.1277583,light,0,
3hxrekcc,51.5073509,-0.1277583,nets,1,
3hxrekcc,51.5073509,-0.1277583,no2,177.888,
3hxrekcc,51.5073509,-0.1277583,noise,50,
3hxrekcc,51.5073509,-0.1277583,panel,0,
3hxrekcc,51.5073509,-0.1277583,temp,17.60000006,
3nxzgn06,51.5473039,-0.142005,bat,97.4,
3nxzgn06,51.5473039,-0.142005,co,145.114,
3nxzgn06,51.5473039,-0.142005,hum,60.97033691,
3nxzgn06,51.5473039,-0.142005,light,378.2,
3nxzgn06,51.5473039,-0.142005,nets,12,
3nxzgn06,51.5473039,-0.142005,no2,42.559,
3nxzgn06,51.5473039,-0.142005,noise,69.70909091,
3nxzgn06,51.5473039,-0.142005,panel,0,
3nxzgn06,51.5473039,-0.142005,temp,21.87190674,
4bnrgrkf,51.49757666,-0.180759625,bat,100,
4bnrgrkf,51.49757666,-0.180759625,co,317.374,
4bnrgrkf,51.49757666,-0.180759625,hum,58.3,
4bnrgrkf,51.49757666,-0.180759625,light,0,
4bnrgrkf,51.49757666,-0.180759625,nets,8,
4bnrgrkf,51.49757666,-0.180759625,no2,61.642,
4bnrgrkf,51.49757666,-0.180759625,noise,50,
4bnrgrkf,51.49757666,-0.180759625,panel,0,
4bnrgrkf,51.49757666,-0.180759625,temp,16.09999997,
625mh5ns,51.52040901,-0.129349905,bat,67,
625mh5ns,51.52040901,-0.129349905,co,121.315,
625mh5ns,51.52040901,-0.129349905,hum,50.3,
625mh5ns,51.52040901,-0.129349905,light,673.8,
625mh5ns,51.52040901,-0.129349905,nets,21,
625mh5ns,51.52040901,-0.129349905,no2,15.39,
625mh5ns,51.52040901,-0.129349905,noise,77.09,
625mh5ns,51.52040901,-0.129349905,panel,0,
625mh5ns,51.52040901,-0.129349905,temp,22.40000009,
6cba31v0,51.5112139,-0.1198244,bat,28.5,
6cba31v0,51.5112139,-0.1198244,co,51.424,
6cba31v0,51.5112139,-0.1198244,hum,57.6,
6cba31v0,51.5112139,-0.1198244,light,9.3,
6cba31v0,51.5112139,-0.1198244,nets,10,
6cba31v0,51.5112139,-0.1198244,no2,0,
6cba31v0,51.5112139,-0.1198244,noise,50,
6cba31v0,51.5112139,-0.1198244,panel,0,
6cba31v0,51.5112139,-0.1198244,temp,16.80000001,
75p5w44d,51.5073509,-0.1277583,bat,100,
75p5w44d,51.5073509,-0.1277583,co,1406.375,
75p5w44d,51.5073509,-0.1277583,hum,41.3,
75p5w44d,51.5073509,-0.1277583,light,65.5,
75p5w44d,51.5073509,-0.1277583,nets,12,
75p5w44d,51.5073509,-0.1277583,no2,331.673,
75p5w44d,51.5073509,-0.1277583,noise,50,
75p5w44d,51.5073509,-0.1277583,panel,0,
75p5w44d,51.5073509,-0.1277583,temp,17.70000007,
7ez50k11,51.5073509,-0.1277583,bat,95.2,
7ez50k11,51.5073509,-0.1277583,co,696.853,
7ez50k11,51.5073509,-0.1277583,hum,7,
7ez50k11,51.5073509,-0.1277583,light,531.8,
7ez50k11,51.5073509,-0.1277583,nets,4,
7ez50k11,51.5073509,-0.1277583,no2,4.24,
7ez50k11,51.5073509,-0.1277583,noise,50,
7ez50k11,51.5073509,-0.1277583,panel,0,
7ez50k11,51.5073509,-0.1277583,temp,18.60000012,
a7zqh3hp,51.5,-0.15,bat,100,
a7zqh3hp,51.5,-0.15,co,139.234,
a7zqh3hp,51.5,-0.15,hum,66.2,
a7zqh3hp,51.5,-0.15,light,14.3,
a7zqh3hp,51.5,-0.15,nets,1,
a7zqh3hp,51.5,-0.15,no2,103.498,
a7zqh3hp,51.5,-0.15,noise,50,
a7zqh3hp,51.5,-0.15,panel,0,
a7zqh3hp,51.5,-0.15,temp,14.9999999,
ajk9h0qg,51.52340945,-0.084130361,bat,2.1,
ajk9h0qg,51.52340945,-0.084130361,co,102.307,
ajk9h0qg,51.52340945,-0.084130361,hum,66.3,
ajk9h0qg,51.52340945,-0.084130361,light,102.5,
ajk9h0qg,51.52340945,-0.084130361,nets,13,
ajk9h0qg,51.52340945,-0.084130361,no2,32.807,
ajk9h0qg,51.52340945,-0.084130361,noise,55.43,
ajk9h0qg,51.52340945,-0.084130361,panel,0,
ajk9h0qg,51.52340945,-0.084130361,temp,27.20000012,
atxhxchh,51.5561389,-0.1362975,bat,100,
atxhxchh,51.5561389,-0.1362975,co,103.977,
atxhxchh,51.5561389,-0.1362975,hum,66.6,
atxhxchh,51.5561389,-0.1362975,light,79.3,
atxhxchh,51.5561389,-0.1362975,nets,10,
atxhxchh,51.5561389,-0.1362975,no2,124.967,
atxhxchh,51.5561389,-0.1362975,noise,50,
atxhxchh,51.5561389,-0.1362975,panel,0,
atxhxchh,51.5561389,-0.1362975,temp,20.29999996,
c4j45nka,51.5073509,-0.1277583,bat,92.7,
c4j45nka,51.5073509,-0.1277583,co,551.492,
c4j45nka,51.5073509,-0.1277583,hum,59.8,
c4j45nka,51.5073509,-0.1277583,light,348.4,
c4j45nka,51.5073509,-0.1277583,nets,12,
c4j45nka,51.5073509,-0.1277583,no2,9.456,
c4j45nka,51.5073509,-0.1277583,noise,57,
c4j45nka,51.5073509,-0.1277583,panel,0,
c4j45nka,51.5073509,-0.1277583,temp,19.59999992,
c9e9ad6v,51.5073509,-0.1277583,bat,100,
c9e9ad6v,51.5073509,-0.1277583,co,462.01,
c9e9ad6v,51.5073509,-0.1277583,hum,55,
c9e9ad6v,51.5073509,-0.1277583,light,49.8,
c9e9ad6v,51.5073509,-0.1277583,nets,1,
c9e9ad6v,51.5073509,-0.1277583,no2,20.382,
c9e9ad6v,51.5073509,-0.1277583,noise,50,
c9e9ad6v,51.5073509,-0.1277583,panel,0,
c9e9ad6v,51.5073509,-0.1277583,temp,14.40000013,
d15mztv7,51.5613682,-0.0940425,bat,100,
d15mztv7,51.5613682,-0.0940425,co,225.67,
d15mztv7,51.5613682,-0.0940425,hum,71.4,
d15mztv7,51.5613682,-0.0940425,light,0,
d15mztv7,51.5613682,-0.0940425,nets,5,
d15mztv7,51.5613682,-0.0940425,no2,77.235,
d15mztv7,51.5613682,-0.0940425,noise,50,
d15mztv7,51.5613682,-0.0940425,panel,0,
d15mztv7,51.5613682,-0.0940425,temp,16.49999999,
ehxfjenn,51.514195,-0.091352,bat,100,
ehxfjenn,51.514195,-0.091352,co,103.449,
ehxfjenn,51.514195,-0.091352,hum,73.5,
ehxfjenn,51.514195,-0.091352,light,363.9,
ehxfjenn,51.514195,-0.091352,nets,25,
ehxfjenn,51.514195,-0.091352,no2,191.252,
ehxfjenn,51.514195,-0.091352,noise,62.6,
ehxfjenn,51.514195,-0.091352,panel,0,
ehxfjenn,51.514195,-0.091352,temp,17.00000003,
fq4tegb2,51.4996843,-0.0868834,bat,100,
fq4tegb2,51.4996843,-0.0868834,co,286.423,
fq4tegb2,51.4996843,-0.0868834,hum,50.9,
fq4tegb2,51.4996843,-0.0868834,light,92.7,
fq4tegb2,51.4996843,-0.0868834,nets,4,
fq4tegb2,51.4996843,-0.0868834,no2,3.611,
fq4tegb2,51.4996843,-0.0868834,noise,50,
fq4tegb2,51.4996843,-0.0868834,panel,0,
fq4tegb2,51.4996843,-0.0868834,temp,19.69999992,
fyyy69jz,51.5073509,-0.1277583,bat,100,
fyyy69jz,51.5073509,-0.1277583,co,156.718,
fyyy69jz,51.5073509,-0.1277583,hum,58.6,
fyyy69jz,51.5073509,-0.1277583,light,6.6,
fyyy69jz,51.5073509,-0.1277583,nets,1,
fyyy69jz,51.5073509,-0.1277583,no2,132.039,
fyyy69jz,51.5073509,-0.1277583,noise,50,
fyyy69jz,51.5073509,-0.1277583,panel,0,
fyyy69jz,51.5073509,-0.1277583,temp,15.09999991,
gme2kmpj,51.5217938,-0.1319805,bat,100,
gme2kmpj,51.5217938,-0.1319805,co,366.171,
gme2kmpj,51.5217938,-0.1319805,hum,63.8,
gme2kmpj,51.5217938,-0.1319805,light,120.1,
gme2kmpj,51.5217938,-0.1319805,nets,16,
gme2kmpj,51.5217938,-0.1319805,no2,42.329,
gme2kmpj,51.5217938,-0.1319805,noise,50,
gme2kmpj,51.5217938,-0.1319805,panel,0,
gme2kmpj,51.5217938,-0.1319805,temp,19.09999989,
h3mh8fg1,51.5073509,-0.1277583,bat,100,
h3mh8fg1,51.5073509,-0.1277583,co,148.434,
h3mh8fg1,51.5073509,-0.1277583,hum,57.1,
h3mh8fg1,51.5073509,-0.1277583,light,55.4,
h3mh8fg1,51.5073509,-0.1277583,nets,4,
h3mh8fg1,51.5073509,-0.1277583,no2,0.948,
h3mh8fg1,51.5073509,-0.1277583,noise,50,
h3mh8fg1,51.5073509,-0.1277583,panel,0,
h3mh8fg1,51.5073509,-0.1277583,temp,15.89999996,
hh38cgcr,51.516468,0.010105,bat,100,
hh38cgcr,51.516468,0.010105,co,115.464,
hh38cgcr,51.516468,0.010105,hum,41.5,
hh38cgcr,51.516468,0.010105,light,937.7,
hh38cgcr,51.516468,0.010105,nets,5,
hh38cgcr,51.516468,0.010105,no2,176.677,
hh38cgcr,51.516468,0.010105,noise,50,
hh38cgcr,51.516468,0.010105,panel,0,
hh38cgcr,51.516468,0.010105,temp,19.3999999,
jjav0s99,51.52197421,-0.137195184,bat,99.2,
jjav0s99,51.52197421,-0.137195184,co,76.509,
jjav0s99,51.52197421,-0.137195184,hum,58.7,
jjav0s99,51.52197421,-0.137195184,light,15.3,
jjav0s99,51.52197421,-0.137195184,nets,20,
jjav0s99,51.52197421,-0.137195184,no2,184.362,
jjav0s99,51.52197421,-0.137195184,noise,59.85,
